ngram,f,a,m,sd
space missions,3,3,1.0,0.0
on mars,13,3,4.333333333333333,4.714045207910317
was a,5,3,1.6666666666666667,0.9428090415820634
of adversity,5,3,1.6666666666666667,0.9428090415820634
adversity .,4,3,1.3333333333333333,0.4714045207910317
sustainability within,3,3,1.0,0.0
an embodiment,3,3,1.0,0.0
embodiment of,3,3,1.0,0.0
"tradition ,",3,3,1.0,0.0
", resources",3,3,1.0,0.0
with global,3,3,1.0,0.0
in global,4,3,1.3333333333333333,0.4714045207910317
profound impact,5,3,1.6666666666666667,0.9428090415820634
became increasingly,5,3,1.6666666666666667,0.9428090415820634
a decade,5,3,1.6666666666666667,0.9428090415820634
with enhanced,3,3,1.0,0.0
found in,4,3,1.3333333333333333,0.4714045207910317
example of,5,3,1.6666666666666667,0.4714045207910317
groundbreaking work,3,3,1.0,0.0
promoting sustainability,3,3,1.0,0.0
"materials ,",6,3,2.0,1.4142135623730951
elements from,3,3,1.0,0.0
and customs,4,3,1.3333333333333333,0.4714045207910317
promoting a,4,3,1.3333333333333333,0.4714045207910317
global sustainability,4,3,1.3333333333333333,0.4714045207910317
interstellar community,3,3,1.0,0.0
; this,10,3,3.3333333333333335,2.6246692913372702
its relentless,3,3,1.0,0.0
this breakthrough,4,3,1.3333333333333333,0.4714045207910317
who recognized,3,3,1.0,0.0
on promoting,3,3,1.0,0.0
expressions that,4,3,1.3333333333333333,0.4714045207910317
also serves,3,3,1.0,0.0
biodiversity .,4,3,1.3333333333333333,0.4714045207910317
vertical gardens,3,3,1.0,0.0
celebrating the,3,3,1.0,0.0
", attracting",4,3,1.3333333333333333,0.4714045207910317
"solar ,",4,3,1.3333333333333333,0.4714045207910317
that seamlessly,4,3,1.3333333333333333,0.4714045207910317
this program,3,3,1.0,0.0
aimed to,4,3,1.3333333333333333,0.4714045207910317
full potential,10,3,3.3333333333333335,2.0548046676563256
"exchange ,",4,3,1.3333333333333333,0.4714045207910317
products and,3,3,1.0,0.0
"resilience ,",4,3,1.3333333333333333,0.4714045207910317
the organization,3,3,1.0,0.0
worldwide with,3,3,1.0,0.0
and entrepreneurship,3,3,1.0,0.0
years that,3,3,1.0,0.0
reinforcing the,4,3,1.3333333333333333,0.4714045207910317
an inclusive,3,3,1.0,0.0
commitment towards,6,3,2.0,0.816496580927726
practices .,7,3,2.3333333333333335,0.4714045207910317
preservation .,4,3,1.3333333333333333,0.4714045207910317
everyday life,3,3,1.0,0.0
the enduring,3,3,1.0,0.0
collective effort,3,3,1.0,0.0
among residents,5,3,1.6666666666666667,0.4714045207910317
effort to,3,3,1.0,0.0
named ``,5,3,1.6666666666666667,0.4714045207910317
became more,5,3,1.6666666666666667,0.4714045207910317
enabled the,3,3,1.0,0.0
in collaboration,3,3,1.0,0.0
specializing in,3,3,1.0,0.0
efforts between,4,3,1.3333333333333333,0.4714045207910317
sustainable urban,6,3,2.0,1.4142135623730951
to gain,4,3,1.3333333333333333,0.4714045207910317
in areas,4,3,1.3333333333333333,0.4714045207910317
development practices,4,3,1.3333333333333333,0.4714045207910317
environmental preservation,4,3,1.3333333333333333,0.4714045207910317
within them,3,3,1.0,0.0
an effort,3,3,1.0,0.0
urban environments,10,3,3.3333333333333335,2.0548046676563256
colonies throughout,4,3,1.3333333333333333,0.4714045207910317
in advanced,4,3,1.3333333333333333,0.4714045207910317
that seeks,3,3,1.0,0.0
biodiversity while,4,3,1.3333333333333333,0.4714045207910317
of how,6,3,2.0,0.816496580927726
space agencies,4,3,1.3333333333333333,0.4714045207910317
the moon,5,3,1.6666666666666667,0.9428090415820634
's reputation,4,3,1.3333333333333333,0.4714045207910317
too did,4,3,1.3333333333333333,0.4714045207910317
balance .,5,3,1.6666666666666667,0.4714045207910317
"partnerships ,",3,3,1.0,0.0
waste reduction,3,3,1.0,0.0
residents with,3,3,1.0,0.0
heritage while,3,3,1.0,0.0
it to,3,3,1.0,0.0
becoming a,3,3,1.0,0.0
techniques such,3,3,1.0,0.0
daily life,5,3,1.6666666666666667,0.4714045207910317
technological innovation,3,3,1.0,0.0
other sectors,3,3,1.0,0.0
"capabilities ,",4,3,1.3333333333333333,0.4714045207910317
the overall,3,3,1.0,0.0
one that,3,3,1.0,0.0
support for,3,3,1.0,0.0
of daily,4,3,1.3333333333333333,0.4714045207910317
resilience .,3,3,1.0,0.0
and unwavering,3,3,1.0,0.0
sustainable living,12,3,4.0,2.160246899469287
and community,4,3,1.3333333333333333,0.4714045207910317
recognition of,4,3,1.3333333333333333,0.4714045207910317
their remarkable,3,3,1.0,0.0
natural beauty,5,3,1.6666666666666667,0.4714045207910317
colonies .,6,3,2.0,0.816496580927726
played a,3,3,1.0,0.0
critical role,3,3,1.0,0.0
posed by,3,3,1.0,0.0
"change ,",4,3,1.3333333333333333,0.4714045207910317
millions of,4,3,1.3333333333333333,0.4714045207910317
transportation systems,3,3,1.0,0.0
", more",4,3,1.3333333333333333,0.4714045207910317
this advancement,4,3,1.3333333333333333,0.4714045207910317
conducive to,3,3,1.0,0.0
hope in,3,3,1.0,0.0
world around,4,3,1.3333333333333333,0.4714045207910317
around them,4,3,1.3333333333333333,0.4714045207910317
initiatives .,5,3,1.6666666666666667,0.9428090415820634
"music ,",5,3,1.6666666666666667,0.4714045207910317
and progress,5,3,1.6666666666666667,0.4714045207910317
"thinking ,",3,3,1.0,0.0
essential skills,4,3,1.3333333333333333,0.4714045207910317
an ever-evolving,15,3,5.0,5.656854249492381
's ongoing,3,3,1.0,0.0
lives .,3,3,1.0,0.0
accordingly .,3,3,1.0,0.0
`` the,12,3,4.0,2.160246899469287
is now,3,3,1.0,0.0
", technology",3,3,1.0,0.0
", arts",3,3,1.0,0.0
"arts ,",3,3,1.0,0.0
"practices ,",7,3,2.3333333333333335,1.247219128924647
residents .,5,3,1.6666666666666667,0.4714045207910317
research projects,3,3,1.0,0.0
all corners,5,3,1.6666666666666667,0.4714045207910317
sources and,3,3,1.0,0.0
organic waste,3,3,1.0,0.0
areas of,3,3,1.0,0.0
", global",5,3,1.6666666666666667,0.4714045207910317
the ``,3,3,1.0,0.0
experiences .,5,3,1.6666666666666667,0.9428090415820634
provide a,4,3,1.3333333333333333,0.4714045207910317
energy needs,3,3,1.0,0.0
engaging in,3,3,1.0,0.0
with various,3,3,1.0,0.0
galleries showcasing,3,3,1.0,0.0
near the,4,3,1.3333333333333333,0.4714045207910317
home and,3,3,1.0,0.0
a diverse,3,3,1.0,0.0
its surface,3,3,1.0,0.0
an abundance,4,3,1.3333333333333333,0.4714045207910317
schools and,3,3,1.0,0.0
tailored specifically,5,3,1.6666666666666667,0.4714045207910317
exciting new,5,3,1.6666666666666667,0.9428090415820634
unlock its,4,3,1.3333333333333333,0.4714045207910317
global collaboration,7,3,2.3333333333333335,0.4714045207910317
"ingenuity ,",3,3,1.0,0.0
"skills ,",3,3,1.0,0.0
all ages,3,3,1.0,0.0
the benefits,3,3,1.0,0.0
must remain,5,3,1.6666666666666667,0.9428090415820634
doing so,3,3,1.0,0.0
thrive in,3,3,1.0,0.0
machine learning,3,3,1.0,0.0
learning algorithms,3,3,1.0,0.0
deeper connections,3,3,1.0,0.0
inherent in,3,3,1.0,0.0
of study,3,3,1.0,0.0
imposed by,5,3,1.6666666666666667,0.9428090415820634
future –,3,3,1.0,0.0
future of,8,3,2.6666666666666665,0.4714045207910317
more about,3,3,1.0,0.0
through shared,4,3,1.3333333333333333,0.4714045207910317
shared experiences,3,3,1.0,0.0
real-time .,3,3,1.0,0.0
potential risks,3,3,1.0,0.0
established to,4,3,1.3333333333333333,0.4714045207910317
"design ,",3,3,1.0,0.0
preparing them,3,3,1.0,0.0
to each,3,3,1.0,0.0
transitioning to,3,3,1.0,0.0
potential in,4,3,1.3333333333333333,0.4714045207910317
by fostering,5,3,1.6666666666666667,0.4714045207910317
foster collaboration,4,3,1.3333333333333333,0.4714045207910317
engage in,4,3,1.3333333333333333,0.4714045207910317
to refine,4,3,1.3333333333333333,0.4714045207910317
", share",3,3,1.0,0.0
share knowledge,3,3,1.0,0.0
an international,4,3,1.3333333333333333,0.4714045207910317
sectors such,4,3,1.3333333333333333,0.4714045207910317
to different,3,3,1.0,0.0
"institutions ,",3,3,1.0,0.0
resources like,3,3,1.0,0.0
"water ,",3,3,1.0,0.0
the challenge,4,3,1.3333333333333333,0.4714045207910317
management and,3,3,1.0,0.0
more accessible,4,3,1.3333333333333333,0.4714045207910317
", schools",3,3,1.0,0.0
solutions to,3,3,1.0,0.0
and practical,3,3,1.0,0.0
through this,3,3,1.0,0.0
scholars from,3,3,1.0,0.0
backgrounds .,4,3,1.3333333333333333,0.4714045207910317
integration into,4,3,1.3333333333333333,0.4714045207910317
into existing,4,3,1.3333333333333333,0.4714045207910317
technologies .,9,3,3.0,1.632993161855452
harnessing the,3,3,1.0,0.0
a newfound,3,3,1.0,0.0
the seamless,3,3,1.0,0.0
seamless integration,3,3,1.0,0.0
another layer,3,3,1.0,0.0
this transformative,3,3,1.0,0.0
challenges of,3,3,1.0,0.0
's expanding,5,3,1.6666666666666667,0.4714045207910317
article delves,3,3,1.0,0.0
delves into,3,3,1.0,0.0
aiming to,4,3,1.3333333333333333,0.4714045207910317
exchange between,3,3,1.0,0.0
's research,3,3,1.0,0.0
projects to,3,3,1.0,0.0
of research,3,3,1.0,0.0
groundbreaking ideas,3,3,1.0,0.0
ideas and,3,3,1.0,0.0
to play,4,3,1.3333333333333333,0.4714045207910317
growth of,3,3,1.0,0.0
reach into,3,3,1.0,0.0
of interstellar,7,3,2.3333333333333335,0.4714045207910317
interstellar travel,4,3,1.3333333333333333,0.4714045207910317
numerous challenges,3,3,1.0,0.0
ranging from,3,3,1.0,0.0
researchers to,5,3,1.6666666666666667,0.4714045207910317
that promote,4,3,1.3333333333333333,0.4714045207910317
caused by,3,3,1.0,0.0
"passed ,",3,3,1.0,0.0
interact with,6,3,2.0,1.4142135623730951
another and,3,3,1.0,0.0
) into,4,3,1.3333333333333333,0.4714045207910317
tailored for,3,3,1.0,0.0
possible .,3,3,1.0,0.0
limited by,3,3,1.0,0.0
creativity and,7,3,2.3333333333333335,0.9428090415820634
intelligence (,5,3,1.6666666666666667,0.9428090415820634
( ai,5,3,1.6666666666666667,0.9428090415820634
ai ),5,3,1.6666666666666667,0.9428090415820634
with growing,3,3,1.0,0.0
technology into,7,3,2.3333333333333335,1.8856180831641267
with unique,3,3,1.0,0.0
technology 's,3,3,1.0,0.0
great promise,3,3,1.0,0.0
", construction",3,3,1.0,0.0
's leadership,5,3,1.6666666666666667,0.9428090415820634
comprising representatives,3,3,1.0,0.0
both planets,11,3,3.6666666666666665,2.494438257849294
responsible stewardship,4,3,1.3333333333333333,0.4714045207910317
the transportation,4,3,1.3333333333333333,0.4714045207910317
transportation sector,4,3,1.3333333333333333,0.4714045207910317
"pace ,",5,3,1.6666666666666667,0.9428090415820634
institutions and,3,3,1.0,0.0
to remain,3,3,1.0,0.0
"algorithms ,",3,3,1.0,0.0
"workshops ,",4,3,1.3333333333333333,0.4714045207910317
research has,3,3,1.0,0.0
"efficiently ,",3,3,1.0,0.0
ensures a,4,3,1.3333333333333333,0.4714045207910317
level of,7,3,2.3333333333333335,0.9428090415820634
training programs,9,3,3.0,2.8284271247461903
a renaissance,3,3,1.0,0.0
resulted in,3,3,1.0,0.0
for countless,5,3,1.6666666666666667,0.4714045207910317
data on,5,3,1.6666666666666667,0.9428090415820634
patterns .,3,3,1.0,0.0
potential benefits,3,3,1.0,0.0
a bustling,3,3,1.0,0.0
unlock the,4,3,1.3333333333333333,0.4714045207910317
collective efforts,3,3,1.0,0.0
", technological",4,3,1.3333333333333333,0.4714045207910317
technology that,3,3,1.0,0.0
revolutionize the,3,3,1.0,0.0
", facilitating",3,3,1.0,0.0
and scientific,3,3,1.0,0.0
ingenuity .,4,3,1.3333333333333333,0.4714045207910317
its inception,3,3,1.0,0.0
into an,4,3,1.3333333333333333,0.4714045207910317
leader in,3,3,1.0,0.0
of environmental,5,3,1.6666666666666667,0.4714045207910317
"solutions ,",4,3,1.3333333333333333,0.4714045207910317
characterized by,3,3,1.0,0.0
of education,4,3,1.3333333333333333,0.4714045207910317
remote areas,5,3,1.6666666666666667,0.4714045207910317
stewardship of,3,3,1.0,0.0
previously unimaginable,3,3,1.0,0.0
and expertise,3,3,1.0,0.0
"academia ,",4,3,1.3333333333333333,0.4714045207910317
government agencies,3,3,1.0,0.0
approach that,3,3,1.0,0.0
an emblematic,4,3,1.3333333333333333,0.4714045207910317
a few,3,3,1.0,0.0
interstellar exploration,5,3,1.6666666666666667,0.9428090415820634
across a,9,3,3.0,2.160246899469287
wide range,6,3,2.0,0.816496580927726
in promoting,4,3,1.3333333333333333,0.4714045207910317
these programs,3,3,1.0,0.0
opportunities in,3,3,1.0,0.0
have implemented,3,3,1.0,0.0
that benefit,3,3,1.0,0.0
communities while,3,3,1.0,0.0
technology has,6,3,2.0,1.4142135623730951
by renewable,4,3,1.3333333333333333,0.4714045207910317
renewable sources,3,3,1.0,0.0
for students,4,3,1.3333333333333333,0.4714045207910317
interested in,4,3,1.3333333333333333,0.4714045207910317
tool for,3,3,1.0,0.0
education programs,3,3,1.0,0.0
. recognizing,8,3,2.6666666666666665,0.9428090415820634
dreams .,3,3,1.0,0.0
and accountability,5,3,1.6666666666666667,0.9428090415820634
become more,3,3,1.0,0.0
what can,3,3,1.0,0.0
we dare,5,3,1.6666666666666667,0.4714045207910317
dare to,5,3,1.6666666666666667,0.4714045207910317
- all,5,3,1.6666666666666667,0.9428090415820634
environmental responsibility,5,3,1.6666666666666667,0.4714045207910317
in technology,4,3,1.3333333333333333,0.4714045207910317
unique challenges,4,3,1.3333333333333333,0.4714045207910317
by embracing,7,3,2.3333333333333335,1.8856180831641267
by leveraging,6,3,2.0,0.816496580927726
seeking to,5,3,1.6666666666666667,0.4714045207910317
– fostering,5,3,1.6666666666666667,0.4714045207910317
this global,3,3,1.0,0.0
fostering innovation,3,3,1.0,0.0
. an,3,3,1.0,0.0
"sources ,",5,3,1.6666666666666667,0.4714045207910317
and time,5,3,1.6666666666666667,0.4714045207910317
's destiny,4,3,1.3333333333333333,0.4714045207910317
that we,4,3,1.3333333333333333,0.4714045207910317
working towards,3,3,1.0,0.0
into electricity,3,3,1.0,0.0
by tapping,3,3,1.0,0.0
tapping into,3,3,1.0,0.0
electricity .,5,3,1.6666666666666667,0.9428090415820634
field .,3,3,1.0,0.0
are now,9,3,3.0,2.160246899469287
also for,3,3,1.0,0.0
that transcend,4,3,1.3333333333333333,0.4714045207910317
more resilient,3,3,1.0,0.0
significant improvements,3,3,1.0,0.0
on real-time,3,3,1.0,0.0
minimizing waste,3,3,1.0,0.0
", all",4,3,1.3333333333333333,0.4714045207910317
suggesting a,4,3,1.3333333333333333,0.4714045207910317
defined by,3,3,1.0,0.0
catalyst for,4,3,1.3333333333333333,0.4714045207910317
for this,3,3,1.0,0.0
betterment of,3,3,1.0,0.0
that enable,4,3,1.3333333333333333,0.4714045207910317
resources from,4,3,1.3333333333333333,0.4714045207910317
to facilitate,3,3,1.0,0.0
day and,3,3,1.0,0.0
to understanding,4,3,1.3333333333333333,0.4714045207910317
other celestial,5,3,1.6666666666666667,0.4714045207910317
a species,3,3,1.0,0.0
across an,3,3,1.0,0.0
surge in,4,3,1.3333333333333333,0.4714045207910317
: pioneering,3,3,1.0,0.0
since the,3,3,1.0,0.0
principles of,4,3,1.3333333333333333,0.4714045207910317
simultaneously fostering,4,3,1.3333333333333333,0.4714045207910317
fostering stronger,3,3,1.0,0.0
within each,23,3,7.666666666666667,9.428090415820632
lies the,4,3,1.3333333333333333,0.4714045207910317
power to,3,3,1.0,0.0
", thanks",3,3,1.0,0.0
addressing global,3,3,1.0,0.0
in both,3,3,1.0,0.0
regions where,4,3,1.3333333333333333,0.4714045207910317
is its,7,3,2.3333333333333335,0.4714045207910317
significantly reduced,4,3,1.3333333333333333,0.4714045207910317
", paving",3,3,1.0,0.0
"cleaner ,",5,3,1.6666666666666667,0.9428090415820634
scientists to,3,3,1.0,0.0
crops that,3,3,1.0,0.0
applications within,3,3,1.0,0.0
energy resources,6,3,2.0,0.816496580927726
while still,3,3,1.0,0.0
what was,4,3,1.3333333333333333,0.4714045207910317
that there,4,3,1.3333333333333333,0.4714045207910317
for each,3,3,1.0,0.0
have begun,4,3,1.3333333333333333,0.4714045207910317
source .,4,3,1.3333333333333333,0.4714045207910317
promising results,3,3,1.0,0.0
results in,3,3,1.0,0.0
us to,4,3,1.3333333333333333,0.4714045207910317
like solar,3,3,1.0,0.0
providing an,3,3,1.0,0.0
all humankind,4,3,1.3333333333333333,0.4714045207910317
collective spirit,3,3,1.0,0.0
for new,3,3,1.0,0.0
reminding us,4,3,1.3333333333333333,0.4714045207910317
the emergence,4,3,1.3333333333333333,0.4714045207910317
emergence of,4,3,1.3333333333333333,0.4714045207910317
panels that,3,3,1.0,0.0
meet our,3,3,1.0,0.0
harness its,5,3,1.6666666666666667,0.4714045207910317
growth while,4,3,1.3333333333333333,0.4714045207910317
reducing carbon,4,3,1.3333333333333333,0.4714045207910317
the united,7,3,2.3333333333333335,0.9428090415820634
collaboration in,3,3,1.0,0.0
be an,4,3,1.3333333333333333,0.4714045207910317
while meeting,3,3,1.0,0.0
energy demands,3,3,1.0,0.0
demands .,3,3,1.0,0.0
", recognizing",3,3,1.0,0.0
", but",3,3,1.0,0.0
paradigm shift,3,3,1.0,0.0
students from,7,3,2.3333333333333335,0.9428090415820634
devices .,3,3,1.0,0.0
reducing environmental,3,3,1.0,0.0
contributing significantly,3,3,1.0,0.0
", challenges",4,3,1.3333333333333333,0.4714045207910317
necessary for,3,3,1.0,0.0
globally .,3,3,1.0,0.0
to power,3,3,1.0,0.0
. harnessing,3,3,1.0,0.0
"instead ,",3,3,1.0,0.0
advanced propulsion,3,3,1.0,0.0
to access,6,3,2.0,1.4142135623730951
", in",3,3,1.0,0.0
brought about,3,3,1.0,0.0
a paradigm,3,3,1.0,0.0
locations worldwide,4,3,1.3333333333333333,0.4714045207910317
a viable,3,3,1.0,0.0
utilization of,3,3,1.0,0.0
can provide,7,3,2.3333333333333335,1.247219128924647
renewable resources,4,3,1.3333333333333333,0.4714045207910317
the past,6,3,2.0,1.4142135623730951
past decade,5,3,1.6666666666666667,0.9428090415820634
"decade ,",6,3,2.0,0.816496580927726
's crust,4,3,1.3333333333333333,0.4714045207910317
"power ,",4,3,1.3333333333333333,0.4714045207910317
a reliable,4,3,1.3333333333333333,0.4714045207910317
reliable source,3,3,1.0,0.0
this discovery,4,3,1.3333333333333333,0.4714045207910317
discovery has,4,3,1.3333333333333333,0.4714045207910317
the dawn,5,3,1.6666666666666667,0.9428090415820634
dawn of,5,3,1.6666666666666667,0.9428090415820634
leaders to,3,3,1.0,0.0
a remarkable,4,3,1.3333333333333333,0.4714045207910317
challenge that,3,3,1.0,0.0
sustainable and,4,3,1.3333333333333333,0.4714045207910317
supply of,7,3,2.3333333333333335,0.4714045207910317
that inspire,3,3,1.0,0.0
and dedication,3,3,1.0,0.0
generations with,3,3,1.0,0.0
's core,5,3,1.6666666666666667,0.9428090415820634
"analysis ,",4,3,1.3333333333333333,0.4714045207910317
providing valuable,3,3,1.0,0.0
called ``,3,3,1.0,0.0
introduction (,4,3,1.3333333333333333,0.4714045207910317
; the,6,3,2.0,1.4142135623730951
also paved,3,3,1.0,0.0
this article,7,3,2.3333333333333335,0.9428090415820634
in research,4,3,1.3333333333333333,0.4714045207910317
", development",5,3,1.6666666666666667,0.9428090415820634
was the,4,3,1.3333333333333333,0.4714045207910317
of global,3,3,1.0,0.0
's resources,3,3,1.0,0.0
a way,3,3,1.0,0.0
to sharing,3,3,1.0,0.0
its natural,3,3,1.0,0.0
perspectives on,4,3,1.3333333333333333,0.4714045207910317
"sanctuary ,",3,3,1.0,0.0
of potential,3,3,1.0,0.0
students with,5,3,1.6666666666666667,0.9428090415820634
immersive virtual,3,3,1.0,0.0
"surface ,",3,3,1.0,0.0
the study,4,3,1.3333333333333333,0.4714045207910317
of excitement,4,3,1.3333333333333333,0.4714045207910317
the concept,3,3,1.0,0.0
concept of,3,3,1.0,0.0
out of,3,3,1.0,0.0
to pioneer,4,3,1.3333333333333333,0.4714045207910317
preserving our,3,3,1.0,0.0
planet for,3,3,1.0,0.0
of cultural,3,3,1.0,0.0
support the,3,3,1.0,0.0
of past,3,3,1.0,0.0
civilizations and,3,3,1.0,0.0
of aquatic,9,3,3.0,2.8284271247461903
life in,7,3,2.3333333333333335,1.8856180831641267
collaborations between,3,3,1.0,0.0
learned from,3,3,1.0,0.0
across countless,6,3,2.0,1.4142135623730951
weather conditions,4,3,1.3333333333333333,0.4714045207910317
while remaining,4,3,1.3333333333333333,0.4714045207910317
"process ,",5,3,1.6666666666666667,0.4714045207910317
between the,3,3,1.0,0.0
from our,3,3,1.0,0.0
in overcoming,3,3,1.0,0.0
the growing,4,3,1.3333333333333333,0.4714045207910317
potential when,4,3,1.3333333333333333,0.4714045207910317
remains a,5,3,1.6666666666666667,0.9428090415820634
intricate network,3,3,1.0,0.0
of underwater,6,3,2.0,0.816496580927726
rich tapestry,3,3,1.0,0.0
knowledge that,3,3,1.0,0.0
to tackle,3,3,1.0,0.0
its mission,4,3,1.3333333333333333,0.4714045207910317
by innovation,3,3,1.0,0.0
", guided",3,3,1.0,0.0
sustainable resource,3,3,1.0,0.0
's interconnectedness,3,3,1.0,0.0
diverse environments,3,3,1.0,0.0
", prompting",3,3,1.0,0.0
preservation and,3,3,1.0,0.0
with indigenous,4,3,1.3333333333333333,0.4714045207910317
satellite imagery,3,3,1.0,0.0
fueled by,4,3,1.3333333333333333,0.4714045207910317
"achievements ,",4,3,1.3333333333333333,0.4714045207910317
to form,3,3,1.0,0.0
collaboration on,3,3,1.0,0.0
into space,5,3,1.6666666666666667,0.4714045207910317
collaborating with,4,3,1.3333333333333333,0.4714045207910317
an extensive,4,3,1.3333333333333333,0.4714045207910317
the initial,3,3,1.0,0.0
place in,3,3,1.0,0.0
system that,4,3,1.3333333333333333,0.4714045207910317
medicinal properties,3,3,1.0,0.0
properties that,3,3,1.0,0.0
this unique,4,3,1.3333333333333333,0.4714045207910317
"stars ,",3,3,1.0,0.0
its secrets,6,3,2.0,0.816496580927726
both an,4,3,1.3333333333333333,0.4714045207910317
future possibilities,3,3,1.0,0.0
energy that,4,3,1.3333333333333333,0.4714045207910317
revolutionize how,3,3,1.0,0.0
preserving its,3,3,1.0,0.0
years pass,4,3,1.3333333333333333,0.4714045207910317
understanding between,3,3,1.0,0.0
the collaborative,3,3,1.0,0.0
that were,3,3,1.0,0.0
wonder and,4,3,1.3333333333333333,0.4714045207910317
purpose in,5,3,1.6666666666666667,0.9428090415820634
world for,5,3,1.6666666666666667,0.4714045207910317
of ecological,4,3,1.3333333333333333,0.4714045207910317
collaborate on,3,3,1.0,0.0
and learn,3,3,1.0,0.0
diversity .,10,3,3.3333333333333335,2.6246692913372702
"lectures ,",3,3,1.0,0.0
come to,3,3,1.0,0.0
rooted in,6,3,2.0,1.4142135623730951
series of,4,3,1.3333333333333333,0.4714045207910317
journey .,3,3,1.0,0.0
the excitement,3,3,1.0,0.0
technology for,3,3,1.0,0.0
reduce carbon,3,3,1.0,0.0
toward global,3,3,1.0,0.0
. 6.,7,3,2.3333333333333335,0.9428090415820634
: that,9,3,3.0,2.160246899469287
and share,3,3,1.0,0.0
that served,3,3,1.0,0.0
spirit .,5,3,1.6666666666666667,0.4714045207910317
rigorous training,3,3,1.0,0.0
training in,4,3,1.3333333333333333,0.4714045207910317
conditions and,3,3,1.0,0.0
and challenges,5,3,1.6666666666666667,0.4714045207910317
recognize the,3,3,1.0,0.0
new perspectives,3,3,1.0,0.0
in which,5,3,1.6666666666666667,0.4714045207910317
infrastructure like,4,3,1.3333333333333333,0.4714045207910317
like wind,4,3,1.3333333333333333,0.4714045207910317
. 7.,7,3,2.3333333333333335,0.9428090415820634
further research,3,3,1.0,0.0
. researchers,3,3,1.0,0.0
", showcasing",4,3,1.3333333333333333,0.4714045207910317
investments in,3,3,1.0,0.0
innovative technologies,3,3,1.0,0.0
technologies to,3,3,1.0,0.0
minimal disruption,3,3,1.0,0.0
their work,7,3,2.3333333333333335,1.8856180831641267
"work ,",3,3,1.0,0.0
a series,4,3,1.3333333333333333,0.4714045207910317
past and,4,3,1.3333333333333333,0.4714045207910317
and present,3,3,1.0,0.0
as word,3,3,1.0,0.0
a pivotal,3,3,1.0,0.0
pivotal role,3,3,1.0,0.0
potentially reducing,3,3,1.0,0.0
. 8.,7,3,2.3333333333333335,0.9428090415820634
the implications,4,3,1.3333333333333333,0.4714045207910317
extend beyond,3,3,1.0,0.0
; they,3,3,1.0,0.0
sectors –,3,3,1.0,0.0
multiple industries,5,3,1.6666666666666667,0.9428090415820634
be utilized,3,3,1.0,0.0
utilized in,3,3,1.0,0.0
role as,3,3,1.0,0.0
when the,4,3,1.3333333333333333,0.4714045207910317
a previously,4,3,1.3333333333333333,0.4714045207910317
also providing,5,3,1.6666666666666667,0.4714045207910317
into this,7,3,2.3333333333333335,0.9428090415820634
the ancient,9,3,3.0,1.4142135623730951
", life",6,3,2.0,1.4142135623730951
be found,3,3,1.0,0.0
sight of,3,3,1.0,0.0
to reshape,3,3,1.0,0.0
as new,4,3,1.3333333333333333,0.4714045207910317
are exploring,4,3,1.3333333333333333,0.4714045207910317
exploring the,3,3,1.0,0.0
these efforts,3,3,1.0,0.0
life that,5,3,1.6666666666666667,0.4714045207910317
that each,4,3,1.3333333333333333,0.4714045207910317
and skills,3,3,1.0,0.0
skills required,3,3,1.0,0.0
required for,5,3,1.6666666666666667,0.4714045207910317
for life,4,3,1.3333333333333333,0.4714045207910317
on our,4,3,1.3333333333333333,0.4714045207910317
scientific discoveries,4,3,1.3333333333333333,0.4714045207910317
renewable power,11,3,3.6666666666666665,2.494438257849294
. 9.,7,3,2.3333333333333335,0.9428090415820634
despite the,3,3,1.0,0.0
the market,3,3,1.0,0.0
", some",4,3,1.3333333333333333,0.4714045207910317
"culture ,",3,3,1.0,0.0
itself as,3,3,1.0,0.0
alone .,6,3,2.0,0.816496580927726
dance of,3,3,1.0,0.0
's depths,5,3,1.6666666666666667,0.9428090415820634
and wisdom,3,3,1.0,0.0
the very,3,3,1.0,0.0
fabric of,6,3,2.0,0.816496580927726
of nature,3,3,1.0,0.0
symbiotic relationship,4,3,1.3333333333333333,0.4714045207910317
. 10.,7,3,2.3333333333333335,0.9428090415820634
it serves,3,3,1.0,0.0
people and,3,3,1.0,0.0
the remarkable,3,3,1.0,0.0
their natural,3,3,1.0,0.0
"respect ,",4,3,1.3333333333333333,0.4714045207910317
", understanding",3,3,1.0,0.0
around us,4,3,1.3333333333333333,0.4714045207910317
a complex,3,3,1.0,0.0
humanity embarked,4,3,1.3333333333333333,0.4714045207910317
of project,5,3,1.6666666666666667,0.9428090415820634
met with,3,3,1.0,0.0
connection between,4,3,1.3333333333333333,0.4714045207910317
"communication ,",3,3,1.0,0.0
"progresses ,",4,3,1.3333333333333333,0.4714045207910317
protection and,3,3,1.0,0.0
"secrets ,",5,3,1.6666666666666667,0.4714045207910317
thriving community,4,3,1.3333333333333333,0.4714045207910317
into decades,3,3,1.0,0.0
widespread adoption,4,3,1.3333333333333333,0.4714045207910317
policies that,3,3,1.0,0.0
its shores,4,3,1.3333333333333333,0.4714045207910317
conventional understanding,3,3,1.0,0.0
intrigued by,4,3,1.3333333333333333,0.4714045207910317
its delicate,4,3,1.3333333333333333,0.4714045207910317
's preservation,3,3,1.0,0.0
about its,3,3,1.0,0.0
from human,3,3,1.0,0.0
these extraordinary,3,3,1.0,0.0
this radiant,8,3,2.6666666666666665,1.247219128924647
